6.161616161616161769e+00 -3.600640901166101693e-01 1.449087552149581071e-01
6.262626262626262097e+00 -3.809963404591507063e-01 1.428731202821789392e-01
6.363636363636363313e+00 -3.999527575812478752e-01 1.386080425097045432e-01
6.464646464646464530e+00 -4.168953784440164734e-01 1.322707650179660022e-01
6.565656565656565746e+00 -4.317952300004925803e-01 1.240458087736860254e-01
6.666666666666666963e+00 -4.446322678200492762e-01 1.141409089865444842e-01
6.767676767676767291e+00 -4.553952794472947985e-01 1.027827370785523581e-01
6.868686868686868507e+00 -4.640817535960324869e-01 9.021248588657111711e-02
6.969696969696969724e+00 -4.706977163956816423e-01 7.668139489489951555e-02
7.070707070707070940e+00 -4.752575360188913134e-01 6.244629022289380216e-02
7.171717171717171269e+00 -4.777836971208698769e-01 4.776521089551335336e-02
7.272727272727272485e+00 -4.783065466163404222e-01 3.289318869667236939e-02
7.373737373737373701e+00 -4.768640124061367391e-01 1.807824375777712655e-02
7.474747474747474918e+00 -4.735012967442859821e-01 3.557652083822545816e-03
7.575757575757575246e+00 -4.682705460059068403e-01 -1.044546540256253118e-02
7.676767676767676463e+00 -4.612304986775942472e-01 -2.372518988049704750e-02
7.777777777777777679e+00 -4.524461134446032262e-01 -3.609545285917775681e-02
7.878787878787878896e+00 -4.419881792929538644e-01 -4.739225858884760917e-02
7.979797979797979224e+00 -4.299329095796859956e-01 -5.747546158303178110e-02
8.080808080808081328e+00 -4.163615220510206716e-01 -6.623008812900146869e-02
8.181818181818181657e+00 -4.013598068061218216e-01 -7.356719847697640313e-02
8.282828282828281985e+00 -3.850176842130442201e-01 -7.942429395653199942e-02
8.383838383838384090e+00 -3.674287547850782487e-01 -8.376528045759668029e-02
8.484848484848484418e+00 -3.486898430178473896e-01 -8.658000643415542097e-02
8.585858585858586522e+00 -3.289005371719841975e-01 -8.788339974882776462e-02
8.686868686868686851e+00 -3.081627269644777178e-01 -8.771423319937107776e-02
8.787878787878787179e+00 -2.865801410987641740e-01 -8.613355339085004836e-02
8.888888888888889284e+00 -2.642578865278640832e-01 -8.322281168709491639e-02
8.989898989898989612e+00 -2.413019912991656579e-01 -7.908173925869625698e-02
9.090909090909089940e+00 -2.178189527764893274e-01 -7.382601071826078165e-02
9.191919191919192045e+00 -1.939152929800539438e-01 -6.758474249032657422e-02
9.292929292929292373e+00 -1.696971227182446085e-01 -6.049787290791935196e-02
9.393939393939394478e+00 -1.452697161167302853e-01 -5.271347107911671798e-02
9.494949494949494806e+00 -1.207370970773424534e-01 -4.438502085633955901e-02
9.595959595959595134e+00 -9.620163911644283306e-02 -3.566872480806370510e-02
9.696969696969697239e+00 -7.176367995206947570e-02 -2.672087099207813912e-02
9.797979797979797567e+00 -4.752115212019417112e-02 -1.769530261897436438e-02
9.898989898989899672e+00 -2.356923080778178595e-02 -8.741027442892007962e-03
1.000000000000000000e+01 1.445314980339661518e-15 5.317016672840687897e-16
